2014-11-20 19:58:47,110,423,0,0
2014-11-20 20:00:39,110,423,0,0
2014-11-20 20:01:02,150,697,1,1
2014-11-20 20:01:25,50,67,1,0
2014-11-20 20:12:29,150,54,0,0
2014-11-20 20:12:47,150,214,0,1
2014-11-20 20:13:06,220,214,0,1
2014-11-20 20:17:46,110,214,1,1
